"year","time2","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","all"
1982,1,-0.5166666666666666,-0.6223333333333333,-0.6366666666666667,-0.8283333333333334,-1.3553333333333333,-0.7383333333333334,-0.213,-1.198,-0.6776666666666666,-0.8893333333333333,-0.7773333333333333
1982,2,-0.42266666666666663,-0.5273333333333333,-0.7506666666666666,-0.44366666666666665,-0.7183333333333334,-0.632,-0.225,-0.4703333333333333,-0.41966666666666663,-0.6103333333333333,-0.5143333333333333
1982,3,-0.10300000000000001,-0.317,-0.07466666666666667,-0.314,-0.5283333333333333,-0.27266666666666667,-0.32799999999999996,-0.4796666666666667,-0.36,-0.34400000000000003,-0.32566666666666666
1982,4,-0.7756666666666666,-0.2533333333333333,-0.5556666666666666,-0.5733333333333334,-0.702,-0.5133333333333333,-0.6596666666666666,-0.9186666666666666,-0.48733333333333334,-1.0386666666666666,-0.6646666666666666
1982,5,-0.707,0.16066666666666665,-0.5256666666666667,0.26466666666666666,-0.109,-0.03266666666666667,0.09833333333333333,-0.42600000000000005,0.13266666666666668,-0.36933333333333335,-0.139
1982,6,-0.287,0.5503333333333333,0.049999999999999996,-0.07933333333333333,-0.001999999999999988,-0.41100000000000003,0.24933333333333332,-0.918,-0.7326666666666667,-0.4786666666666667,-0.23733333333333334
1982,7,-0.2786666666666667,0.08733333333333336,0.08866666666666667,-1.5166666666666666,-0.8626666666666667,-1.8936666666666666,-2.1186666666666665,-0.6706666666666666,-1.401,-0.19166666666666665,-0.9216666666666666
1982,8,-1.2253333333333334,-0.2866666666666667,-1.1276666666666666,-1.1743333333333335,-0.6803333333333333,-0.962,-0.6486666666666666,-0.5913333333333334,-1.2563333333333333,-0.7496666666666667,-0.8656666666666667
1982,9,-0.755,-0.529,-1.2893333333333332,-1.1506666666666667,-0.5813333333333333,-1.312,-0.9093333333333333,-0.4206666666666667,-1.3643333333333334,-0.5763333333333334,-0.8843333333333333
1982,10,-0.7626666666666666,0.22033333333333333,-0.651,-0.4956666666666667,-0.02366666666666667,-0.525,-0.6236666666666667,-0.20366666666666666,-0.747,-0.5563333333333333,-0.44433333333333336
1982,11,0.10033333333333334,0.4836666666666667,0.17366666666666666,0.21233333333333335,-0.06733333333333333,0.01933333333333334,-0.012666666666666665,0.366,0.031666666666666676,0.136,0.137
1982,12,-0.243,0.016333333333333356,-0.12233333333333335,0.2826666666666667,-0.49666666666666665,-0.12833333333333335,0.4096666666666667,-0.46066666666666667,-0.02266666666666667,-0.10066666666666667,-0.08233333333333333
1983,1,-0.2233333333333333,0.145,-0.37133333333333335,0.44033333333333335,-0.43333333333333335,0.048666666666666664,0.358,-0.3806666666666667,0.437,-0.29000000000000004,-0.017666666666666664
1983,2,-0.5886666666666667,0.25066666666666665,-0.71,-0.12,-0.309,-0.3416666666666667,0.213,-0.6726666666666666,0.4443333333333333,0.2573333333333333,-0.12933333333333333
1983,3,-0.27266666666666667,0.159,-0.4076666666666667,-0.5746666666666667,-0.6073333333333334,-0.592,0.10466666666666667,-0.6026666666666667,0.16899999999999998,0.081,-0.244
1983,4,0.04866666666666666,0.9256666666666666,-0.23299999999999998,0.2936666666666667,-0.5660000000000001,0.082,0.362,-0.18733333333333332,0.968,0.48966666666666664,0.228
1983,5,-1.0966666666666667,0.393,-0.682,0.241,-0.35966666666666663,0.44233333333333336,0.5166666666666666,0.09999999999999999,0.8403333333333334,0.42333333333333334,0.13733333333333334
1983,6,-2.762,-2.1186666666666665,-1.6563333333333332,-1.23,-0.7713333333333333,-0.5693333333333334,-1.089,-0.9426666666666667,-0.371,-0.09966666666666667,-1.0656666666666668
1983,7,-2.1870000000000003,-2.900666666666667,-1.0883333333333334,-1.9606666666666666,-0.8756666666666667,-1.0166666666666666,-1.6676666666666666,-0.318,-0.8313333333333334,0.5766666666666667,-1.1296666666666666
1983,8,-0.8903333333333333,-0.7296666666666667,-0.775,-0.9823333333333334,-0.10833333333333332,-0.46366666666666667,-0.9023333333333333,0.13966666666666666,-0.268,0.39766666666666667,-0.41533333333333333
1983,9,0.39766666666666667,-0.9830000000000001,0.5473333333333333,-0.5773333333333334,0.5973333333333334,0.27466666666666667,-0.3993333333333333,0.631,0.731,0.643,0.216
1983,10,-1.2986666666666666,-0.8663333333333333,-0.347,-0.9223333333333333,-0.14566666666666667,0.0013333333333333346,-0.3243333333333333,0.6990000000000001,0.7203333333333333,0.7693333333333333,-0.08666666666666667
1983,11,-1.146,-0.887,-0.9963333333333334,-0.7123333333333334,-1.2653333333333334,-0.32433333333333336,-0.336,-0.363,-0.060999999999999985,-0.3576666666666667,-0.604
1983,12,-0.944,-1.065,-1.0546666666666666,-1.5010000000000001,-1.0863333333333334,-0.645,-0.8059999999999999,-0.9873333333333333,-0.41733333333333333,-0.9073333333333333,-0.927
1984,1,-0.9563333333333334,-0.6276666666666667,-2.001,-1.2133333333333334,-1.6663333333333334,-0.885,-0.5686666666666667,-1.3356666666666666,-0.8623333333333333,-0.8696666666666667,-1.0863333333333334
1984,2,-0.8530000000000001,-0.8346666666666667,-1.7453333333333334,-1.8656666666666666,-2.143,-0.8763333333333333,-0.5720000000000001,-1.206,-0.5136666666666666,-0.525,-1.091
1984,3,-0.9043333333333333,-1.2933333333333334,-2.0820000000000003,-1.7953333333333334,-2.151,-1.4986666666666666,-0.816,-1.3283333333333334,-1.0863333333333334,-0.5306666666666666,-1.319
1984,4,0.16766666666666669,-1.4126666666666665,-0.7613333333333334,-1.4396666666666667,-1.0183333333333333,-0.7903333333333333,-0.7919999999999999,-1.0363333333333333,-1.1216666666666666,-0.637,-0.8953333333333333
1984,5,0.2503333333333333,-0.5943333333333334,-1.0543333333333333,-1.0543333333333333,-0.18033333333333335,-0.7220000000000001,-0.7426666666666667,-0.74,-0.874,-0.786,-0.671
1984,6,0.28200000000000003,1.1346666666666667,-0.108,-0.14833333333333334,-0.17633333333333334,-0.306,-0.34099999999999997,0.26766666666666666,-0.272,-0.439,-0.04833333333333334
1984,7,0.21566666666666667,1.434,0.2533333333333333,0.6256666666666667,0.728,0.5056666666666667,0.43533333333333335,0.28700000000000003,0.231,-0.056333333333333346,0.43966666666666665
1984,8,0.883,1.299,1.393,1.2796666666666667,-0.24166666666666667,-0.16633333333333333,0.26566666666666666,-0.41233333333333333,-0.6233333333333333,-0.63,0.21166666666666664
1984,9,-1.432,-0.554,-0.6153333333333333,-0.6693333333333333,-0.12133333333333335,-0.4933333333333333,-0.129,-0.29233333333333333,0.09666666666666666,-0.025999999999999978,-0.369
1984,10,-2.26,-1.1476666666666666,-1.061,-1.0939999999999999,-0.4116666666666667,-0.9603333333333334,-1.1036666666666666,-0.06333333333333332,-0.633,0.011999999999999992,-0.8023333333333333
1984,11,-2.1069999999999998,-1.3986666666666667,-1.0386666666666666,-1.3493333333333333,-0.20833333333333331,-0.457,-1.1216666666666666,-0.26133333333333336,-0.583,-0.472,-0.844
1984,12,-1.5356666666666667,-1.1283333333333334,-1.16,-1.4866666666666666,-0.8183333333333334,-0.547,-0.7353333333333334,-0.713,-0.5876666666666667,-0.45266666666666666,-0.877
1985,1,-1.5953333333333333,-0.957,-1.4253333333333333,-1.6596666666666666,-1.326,-0.984,-0.6903333333333334,-1.136,-0.7513333333333333,-0.7463333333333334,-1.095
1985,2,-1.4383333333333335,-0.5246666666666666,-1.183,-1.357,-0.5026666666666666,-0.7116666666666667,-0.6516666666666666,-0.3416666666666667,-0.7836666666666667,-0.060000000000000005,-0.719
1985,3,-1.1873333333333334,-0.8059999999999999,-0.9086666666666666,-1.0376666666666665,-0.48433333333333334,-0.5416666666666666,-0.393,-0.296,-0.10566666666666666,0.26666666666666666,-0.48966666666666664
1985,4,-0.606,-0.08966666666666666,-0.3783333333333333,-0.24366666666666667,-0.6376666666666667,-0.11,0.07033333333333333,-0.6343333333333333,-0.32366666666666666,-0.31433333333333335,-0.32566666666666666
1985,5,-0.15966666666666668,-0.3323333333333333,-0.18933333333333333,-0.40166666666666667,0.0033333333333333305,-0.0076666666666666645,-0.22,-0.01200000000000001,-0.543,-0.032999999999999995,-0.19133333333333333
1985,6,-0.9159999999999999,-1.1266666666666667,-1.0633333333333335,-0.8899999999999999,-0.42833333333333334,-0.48733333333333334,-0.369,-0.44533333333333336,-0.829,-0.9253333333333332,-0.7296666666666667
