 region     1        2        3        4        5        6        7        8        9       10       all
 199706 3  15.825   11.428   21.180   20.167   23.656   24.431   24.822   26.561   25.922   27.963   22.812
 199707 1  16.485   12.548   21.045   20.940   24.241   25.431   25.239   26.949   27.442   27.962   23.443
 199707 2  18.015   14.459   22.393   22.523   25.047   26.978   26.860   27.809   28.879   28.990   24.785
 199707 3  21.328   17.412   24.812   23.946   27.539   26.621   26.892   28.457   27.629   28.888   25.766
 199708 1  21.963   18.235   25.169   25.049   27.592   27.354   27.933   28.182   28.126   28.481   26.191
 199708 2  20.794   16.822   24.849   24.217   28.238   27.934   27.976   28.090   28.091   28.179   25.949
 199708 3  21.003   17.202   25.379   24.404   27.720   28.088   27.856   27.916   28.385   27.772   25.973
 199709 1  20.962   17.609   25.086   24.412   27.178   28.059   27.926   28.168   28.585   28.507   26.069
 199709 2  19.712   17.445   23.652   24.027   25.905   27.209   27.627   27.362   27.983   28.399   25.383
 199709 3  18.578   16.175   22.152   22.726   23.470   26.323   26.765   26.328   27.212   27.883   24.237
 199710 1  17.344   15.309   21.234   21.196   22.787   25.372   25.494   25.929   27.007   28.191   23.510
 199710 2  14.329   13.342   19.599   20.393   22.300   24.905   25.090   25.698   26.659   28.148   22.687
 199710 3  12.573   12.283   18.565   20.051   21.844   24.526   24.823   25.368   25.887   27.550   22.031
 199711 1  10.817   11.623   17.113   19.019   20.532   23.546   24.046   24.444   25.308   26.856   21.050
 199711 2   9.828   11.164   16.644   18.602   19.866   23.277   23.364   24.045   24.586   26.486   20.508
 199711 3   9.223   10.846   16.036   18.093   18.580   22.782   22.730   23.472   24.268   26.270   19.956
 199712 1   7.614    9.242   15.160   17.500   17.397   22.219   22.100   22.908   23.768   25.766   19.140
 199712 2   6.249    8.315   14.015   16.792   16.272   21.501   21.860   22.084   23.247   25.193   18.361
 199712 3   5.230    6.403   13.254   15.366   15.602   21.199   21.203   21.918   22.929   24.842   17.652
 199801 1   4.808    5.860   12.890   15.506   15.049   20.713   20.419   21.642   22.602   24.595   17.268
 199801 2   4.179    5.370   11.824   14.534   14.160   20.329   19.998   21.151   22.362   24.572   16.733
 199801 3   3.193    4.818   10.770   14.427   12.854   20.109   19.777   20.175   21.562   24.269   16.121
 199802 1   2.934    3.620   10.545   13.543   13.112   19.986   19.373   19.902   21.467   24.208   15.866
 199802 2   2.569    3.318   10.157   12.861   12.759   19.759   19.131   19.933   21.394   24.739   15.731
 199802 3   3.278    3.517   10.384   12.463   13.615   19.530   18.521   19.962   21.281   24.899   15.812
 199803 1   3.852    3.926   10.406   13.112   13.273   19.454   18.854   19.711   21.141   24.845   15.887
 199803 2   3.270    3.782    9.812   12.237   13.122   19.006   18.324   19.745   20.960   25.180   15.596
 199803 3   3.522    3.813   10.093   11.939   13.307   19.154   18.552   20.186   21.284   25.594   15.826
 199804 1   4.773    4.256   11.212   12.646   14.297   20.117   19.278   21.560   22.305   26.479   16.740
 199804 2   6.030    4.420   12.570   14.321   15.349   21.490   20.373   22.425   23.114   26.687   17.679
 199804 3   7.492    4.953   14.183   16.842   15.882   22.520   21.361   22.666   23.844   27.103   18.572
 199805 1   8.863    5.316   15.357   16.416   17.415   23.384   21.857   24.649   25.525   27.998   19.583
 199805 2   9.822    6.853   16.255   17.400   18.960   24.263   22.702   25.862   26.667   28.664   20.636
 199805 3  12.038    8.154   18.064   18.560   20.506   24.263   23.460   25.672   26.042   28.595   21.323
 199806 1  14.158    9.680   18.759   18.866   19.935   24.097   23.619   25.855   26.048   28.272   21.628
 199806 2  16.236   12.237   19.665   19.340   21.225   24.259   24.018   25.886   26.870   28.836   22.485
 199806 3  17.433   13.536   21.243   20.759   23.130   25.937   25.320   27.426   27.959   29.336   23.814
 199807 1  17.641   15.912   21.695   22.865   24.974   27.529   26.927   28.697   29.176   29.951   25.147
 199807 2  19.046   16.429   22.654   22.464   26.950   27.419   26.628   28.973   28.872   29.555   25.448
 199807 3  19.962   18.087   23.871   23.545   27.222   27.650   26.545   28.795   28.652   30.069   25.917
 199808 1  20.105   18.890   24.748   23.864   28.094   28.705   27.445   29.327   29.462   30.337   26.575
 199808 2  20.286   19.214   25.052   24.760   28.161   29.329   28.287   29.635   30.199   30.507   27.031
 199808 3  20.822   20.112   25.081   25.297   28.722   29.463   28.088   30.180   30.268   30.843   27.357
 199809 1  21.677   19.838   25.573   25.147   27.102   28.825   27.871   29.113   29.686   30.334   26.929
 199809 2  20.892   18.802   24.991   24.708   26.129   28.055   28.024   28.570   29.204   29.946   26.375
 199809 3  19.249   16.941   23.926   23.872   25.240   27.351   27.668   27.759   28.352   29.545   25.487
 199810 1  18.716   15.895   23.047   23.020   24.655   26.868   27.363   27.466   28.393   29.416   25.021
 199810 2  17.221   15.398   22.002   22.871   23.882   26.390   26.468   27.352   28.040   29.089   24.442
 199810 3  15.781   14.337   20.582   21.615   22.574   25.217   25.917   25.969   27.546   28.220   23.381
 199811 1  13.746   12.723   19.318   20.870   21.569   24.749   25.482   25.633   27.220   28.467   22.668
 199811 2  12.253   11.173   17.965   19.984   20.504   24.050   24.336   25.060   26.678   27.771   21.709
 199811 3   9.519    9.746   16.144   18.899   19.094   22.923   23.246   24.209   25.449   27.116   20.427
 199812 1   7.764    8.397   15.436   18.431   17.754   22.688   22.906   23.383   24.991   26.637   19.672
 199812 2   6.832    7.068   14.601   17.686   17.306   21.981   22.457   22.945   24.408   26.197   19.016
 199812 3   6.300    6.380   14.190   16.857   16.458   21.929   21.856   22.119   24.005   25.983   18.474
 199901 1   4.938    5.326   13.060   15.694   15.687   21.070   20.833   21.858   23.244   25.483   17.619
 199901 2   3.972    4.315   12.241   15.395   14.399   20.468   19.878   20.928   22.501   24.877   16.801
 199901 3   3.770    4.198   11.587   15.606   14.216   20.035   20.024   20.657   22.035   25.056   16.702
 199902 1   3.119    3.599   10.894   14.662   13.853   19.614   19.529   19.949   21.593   24.573   16.164
 199902 2   2.741    3.217   10.087   14.266   12.862   19.374   19.293   19.574   21.387   24.502   15.807
 199902 3   3.126    3.473    9.900   14.034   12.903   19.128   18.831   19.729   21.245   24.421   15.754
 199903 1   2.676    3.449    9.821   14.235   12.808   19.120   18.807   20.371   21.565   24.832   15.875
 199903 2   3.144    3.743   10.304   14.606   13.238   19.232   18.823   20.480   21.727   25.205   16.145
 199903 3   3.254    3.721   10.400   14.899   12.896   19.430   19.041   20.683   22.039   25.630   16.310
 199904 1   3.649    4.519   10.497   15.146   13.614   19.711   19.046   21.035   22.045   25.567   16.549
 199904 2   4.756    5.114   11.578   15.709   14.165   20.043   19.432   21.251   22.240   25.800   17.025
 199904 3   6.264    5.316   12.692   15.818   15.488   20.382   19.508   22.039   22.776   26.130   17.553
 199905 1   7.570    5.973   13.773   16.628   16.666   20.891   19.930   22.654   22.647   26.063   18.103
 199905 2   8.869    6.674   14.965   17.347   18.304   21.871   21.092   23.341   23.630   26.674   19.083
 199905 3  10.249    7.999   15.940   18.515   18.535   22.492   22.583   24.015   24.788   27.558   20.065
 199906 1  12.477   10.003   18.281   19.946   20.215   23.423   23.038   24.969   25.578   27.833   21.283
 199906 2  14.816   11.955   19.995   21.131   22.580   24.514   24.107   26.447   26.563   28.358   22.696
 199906 3  16.504   12.951   20.380   21.369   22.795   25.174   25.394   27.354   27.944   29.212   23.563
 199907 1  17.712   13.256   20.848   21.742   23.286   25.983   26.549   27.907   28.432   29.557   24.175
 199907 2  19.509   16.601   22.698   24.021   24.557   26.796   27.356   28.359   28.070   29.552   25.269
 199907 3  21.352   17.854   24.176   25.463   26.117   27.692   28.471   28.576   27.990   28.975   26.095
 199908 1  22.379   19.404   25.433   26.724   26.026   27.648   29.062   28.373   27.545   28.888   26.498
 199908 2  23.588   21.478   26.463   27.427   26.938   28.195   28.770   28.635   28.189   29.348   27.188
 199908 3  23.321   20.608   26.045   27.042   27.208   28.548   28.921   28.836   29.043   29.483   27.242
 199909 1  22.880   20.248   25.543   26.435   26.882   28.821   28.964   29.089   29.662   29.584   27.187
 199909 2  21.902   20.102   24.994   26.244   26.827   28.538   29.021   29.030   29.386   29.036   26.905
 199909 3  18.844   18.127   23.387   25.395   25.288   28.358   28.914   27.582   29.102   28.645   25.856
 199910 1  17.340   17.060   22.680   24.595   24.712   27.780   28.479   27.376   28.958   28.646   25.314
 199910 2  15.636   15.758   21.417   23.605   23.293   27.004   27.465   26.962   28.575   28.580   24.439
 199910 3  13.742   14.279   20.550   22.076   22.127   25.601   25.874   25.857   27.734   28.110   23.240
 199911 1  12.334   13.072   19.478   20.573   20.955   24.943   24.832   24.944   26.608   27.623   22.199
 199911 2  11.614   12.233   18.522   20.254   19.740   23.762   23.888   23.988   25.537   26.958   21.309
 199911 3  10.532   11.443   17.569   19.818   18.391   23.100   23.298   23.311   24.754   26.415   20.536
 199912 1   8.885    9.853   16.346   18.995   17.309   22.182   22.155   22.281   23.925   26.024   19.508
 199912 2   7.058    7.472   15.134   17.389   16.216   21.404   21.458   21.681   23.321   25.676   18.469
 199912 3   5.968    6.984   13.786   16.872   14.863   20.608   20.766   20.537   22.303   24.804   17.535
 200001 1   5.542    6.890   13.519   16.888   14.894   20.333   20.283   20.816   22.080   25.129   17.439
 200001 2   5.458    6.502   12.827   17.123   14.021   20.323   19.731   20.623   22.012   25.048   17.172
 200001 3   4.861    5.489   12.022   16.084   12.987   19.739   19.801   20.050   21.422   23.921   16.474
 200002 1   3.858    5.259   11.000   15.273   12.060   19.359   19.107   19.121   21.021   23.607   15.848
 200002 2   3.304    5.133    9.999   14.015   11.711   18.701   18.807   19.154   20.572   23.971   15.501
 200002 3   3.116    4.606    9.201   13.433   11.782   18.417   18.056   19.197   20.275   23.782   15.176
 200003 1   3.248    4.684    9.538   13.604   11.932   18.676   18.092   19.372   20.213   23.879   15.305
 200003 2   3.223    4.164    9.375   12.944   12.138   18.752   17.754   19.819   20.340   24.199   15.283
 200003 3   3.270    4.639    9.299   13.506   12.398   18.672   17.637   20.318   20.413   24.337   15.461
 200004 1   3.566    5.182    9.789   13.641   12.844   18.936   17.684   20.694   20.749   25.286   15.847
 200004 2   4.617    6.120   10.453   14.885   13.374   19.106   18.753   21.192   21.201   25.564   16.485
 200004 3   5.972    6.847   11.493   15.987   14.779   19.660   19.426   21.875   21.642   26.287   17.258
 200005 1   7.363    6.777   12.466   16.267   16.133   20.768   20.318   22.913   22.550   26.456   18.049
 200005 2   9.049    8.817   14.384   18.109   18.123   21.725   20.713   24.072   23.218   26.577   19.243
 200005 3  10.345   10.583   15.904   19.001   19.920   22.557   21.019   24.923   23.643   27.621   20.269
 200006 1  10.772   10.194   17.356   19.733   20.263   23.217   22.862   25.850   25.157   28.692   21.184
 200006 2  13.506   12.723   19.523   20.840   21.861   23.818   24.099   26.098   26.172   28.456   22.377
 200006 3  15.523   13.752   20.706   21.572   23.683   25.548   25.177   27.638   27.738   29.652   23.759
 200007 1  17.680   14.882   22.076   22.322   25.517   26.314   26.748   28.283   27.417   29.442   24.654
 200007 2  19.532   16.053   23.429   23.411   26.721   27.001   26.745   28.725   27.526   28.898   25.297
 200007 3  20.902   18.145   24.256   24.834   27.684   27.280   27.590   28.965   27.792   29.046   26.082
 200008 1  22.290   19.759   25.734   26.706   27.735   27.632   28.279   27.906   27.331   28.478   26.503
 200008 2  23.574   18.960   26.417   25.631   27.692   27.681   27.757   28.215   27.620   29.552   26.627
 200008 3  23.670   19.977   26.701   25.493   27.785   28.188   27.929   28.205   28.378   28.714   26.793
 200009 1  21.007   19.232   25.364   25.443   26.322   27.794   28.223   27.997   28.174   28.806   26.218
 200009 2  20.107   19.151   23.756   25.601   24.616   27.667   28.498   26.391   27.770   28.224   25.567
 200009 3  19.376   18.585   22.762   24.751   24.677   26.902   27.791   26.708   27.840   28.235   25.200
 200010 1  18.523   17.459   22.189   23.708   24.218   26.167   27.016   26.697   27.796   28.822   24.753
 200010 2  16.301   16.051   20.975   22.856   23.771   25.915   26.720   26.290   27.773   28.574   24.099
 200010 3  14.100   13.679   19.760   21.194   22.321   25.542   25.835   25.971   27.738   28.443   23.129
 200011 1  12.520   12.430   19.023   20.753   21.015   25.008   25.108   24.980   27.383   27.679   22.288
 200011 2  10.908   10.009   17.584   19.852   19.587   24.320   24.772   24.073   27.079   27.467   21.345
 200011 3   9.165    8.714   16.485   18.549   18.627   23.427   23.851   23.948   26.260   27.045   20.436
 200012 1   8.231    7.839   15.486   18.141   17.317   22.451   22.893   23.245   25.464   26.533   19.600
 200012 2   6.104    6.549   14.465   17.159   17.015   21.956   21.960   22.679   24.690   25.789   18.720
 200012 3   5.090    5.649   13.338   16.466   15.883   21.393   21.506   22.030   24.267   25.410   18.017
 200101 1   3.493    4.040   11.840   14.655   14.732   20.514   20.303   21.537   23.258   25.150   16.915
 200101 2   3.171    3.609   10.546   14.184   14.108   19.840   19.253   20.943   22.392   24.810   16.243
 200101 3   3.551    3.521   10.406   14.054   13.152   19.479   19.209   20.480   22.021   24.801   16.081
 200102 1   3.506    2.865   10.374   13.602   12.799   19.261   18.982   19.998   21.832   24.540   15.822
 200102 2   3.336    2.644   10.288   14.139   12.824   19.002   18.840   20.322   21.450   24.619   15.836
 200102 3   2.563    2.689    9.806   13.976   12.463   19.117   18.503   20.300   21.657   24.675   15.706
 200103 1   2.476    2.914    9.497   13.879   12.574   18.839   18.430   20.157   21.273   24.724   15.583
 200103 2   3.302    4.008    9.837   14.408   12.586   18.707   18.188   20.094   21.261   24.770   15.765
 200103 3   3.537    3.959   10.426   14.869   13.260   19.198   18.559   20.974   21.649   25.758   16.298
 200104 1   4.252    4.126   11.090   14.903   13.975   19.568   18.790   21.281   21.724   25.539   16.582
 200104 2   5.388    4.917   11.753   15.439   15.017   20.233   19.282   21.689   21.924   25.845   17.112
 200104 3   6.399    5.213   12.945   15.958   15.580   20.608   19.625   22.557   22.396   26.593   17.704
 200105 1   6.784    5.231   13.987   16.030   17.142   20.819   19.495   23.284   23.029   27.100   18.176
 200105 2   7.926    6.368   15.135   17.423   18.531   22.146   20.813   24.006   23.705   27.585   19.214
 200105 3  10.138    7.826   16.783   17.948   19.454   22.638   21.446   24.431   24.511   28.023   20.104
 200106 1  13.261    9.612   18.314   19.642   20.813   23.132   22.689   25.097   26.033   29.019   21.492
 200106 2  14.753   10.783   19.456   21.069   21.939   23.832   23.430   26.691   26.972   29.424   22.543
 200106 3  14.812   12.463   20.249   22.263   24.371   25.719   24.947   28.717   28.856   29.689   23.947
 200107 1  17.913   13.950   22.383   22.896   25.854   27.655   26.205   28.922   29.853   29.335   25.122
 200107 2  19.945   15.763   24.010   24.686   26.897   28.646   28.260   29.560   30.212   29.674   26.327
 200107 3  21.301   16.792   25.714   25.510   28.383   29.141   28.566   29.987   30.220   29.773   27.034
 200108 1  22.198   16.809   27.208   25.307   28.799   29.354   27.253   29.676   29.728   30.004   27.056
 200108 2  23.204   18.276   27.233   26.015   28.182   29.031   27.660   29.657   28.835   30.184   27.191
 200108 3  22.886   18.527   26.605   25.869   27.818   27.739   27.520   29.311   28.053   30.182   26.818
 200109 1  22.375   18.480   25.893   25.599   26.702   27.484   27.718   28.653   28.539   29.802   26.513
 200109 2  20.158   17.301   23.923   25.281   26.370   27.680   26.998   28.241   28.591   29.411   25.860
 200109 3  19.199   16.837   22.982   24.251   25.289   27.084   26.672   27.719   28.094   28.820   25.177
 200110 1  17.585   14.515   21.685   22.863   24.449   26.390   26.145   26.790   27.336   28.492   24.173
 200110 2  16.555   13.804   20.655   22.374   23.060   25.766   25.676   25.649   26.897   27.780   23.382
 200110 3  15.499   13.293   20.052   21.827   22.354   25.108   24.915   25.256   26.576   27.617   22.833
 200111 1  13.207   11.903   18.533   20.763   20.753   24.133   24.190   24.635   25.830   27.429   21.792
 200111 2  11.483   10.795   17.527   19.553   19.273   23.248   23.318   23.773   25.112   26.126   20.695
 200111 3  10.573   10.734   17.342   19.340   19.179   22.852   22.609   23.262   24.251   25.258   20.192
 200112 1   8.567    8.714   15.774   19.395   18.173   22.140   22.248   23.188   23.639   25.095   19.434
 200112 2   6.804    6.649   14.723   18.091   16.299   21.396   21.278   21.934   22.843   24.767   18.265
 200112 3   5.363    5.134   13.386   16.915   15.230   20.621   20.985   20.982   22.286   24.151   17.342
 200201 1   4.468    4.143   12.106   15.468   13.950   19.792   19.958   20.184   21.458   23.810   16.388
 200201 2   3.355    3.368   11.433   14.325   13.688   19.541   19.361   20.149   21.129   23.848   15.913
 200201 3   3.509    3.670   10.811   14.095   12.523   19.061   18.868   19.352   20.641   23.483   15.520
 200202 1   4.456    4.408   11.151   14.599   12.915   19.185   18.996   19.627   20.390   23.519   15.825
 200202 2   3.238    3.044   10.124   13.243   12.701   18.603   18.680   19.438   20.151   23.474   15.282
 200202 3   3.272    3.257   10.153   12.878   12.648   18.669   18.345   19.712   20.189   23.746   15.305
 200203 1   3.835    3.494   10.509   12.973   12.307   18.832   18.219   19.893   20.112   23.795   15.387
 200203 2   4.457    3.865   10.837   13.473   12.677   19.282   18.781   20.191   20.287   24.207   15.790
 200203 3   4.748    3.979   10.797   13.312   13.326   19.358   18.581   20.817   20.761   25.034   16.059
 200204 1   4.940    4.140   11.176   13.898   14.105   19.855   18.429   21.479   20.968   25.520   16.393
 200204 2   5.473    5.096   11.975   15.300   14.881   20.161   19.165   22.047   21.915   25.836   17.106
 200204 3   6.528    5.671   12.697   15.581   15.339   20.431   19.691   22.807   22.247   26.637   17.652
 200205 1   8.401    5.905   13.819   15.600   15.925   21.305   20.229   23.627   23.470   26.908   18.366
 200205 2  10.348    7.419   15.237   16.585   17.646   22.352   21.216   24.022   24.647   27.471   19.490
 200205 3  12.350    9.180   16.944   18.123   18.950   23.090   21.895   24.374   24.787   27.593   20.433
 200206 1  13.998   10.495   18.848   19.203   21.738   23.548   22.434   25.702   24.921   27.870   21.524
 200206 2  14.798   10.858   20.205   19.230   23.129   24.296   23.507   26.456   26.057   28.818   22.401
 200206 3  15.375   11.780   20.697   18.703   23.135   24.711   24.021   27.343   27.103   29.927   22.965
 200207 1  17.413   13.165   21.918   20.274   23.234   26.142   25.667   27.198   27.631   29.077   23.765
 200207 2  17.935   14.295   22.182   22.034   24.458   26.414   26.416   27.560   27.564   28.627   24.308
 200207 3  19.797   15.898   24.417   23.922   25.847   27.151   27.117   28.427   27.873   29.256   25.455
 200208 1  20.464   16.371   25.184   24.426   27.346   27.952   27.971   28.524   28.451   29.249   26.064
 200208 2  20.253   16.711   24.452   24.763   27.153   28.147   28.270   29.093   28.560   29.456   26.179
 200208 3  20.523   16.441   24.630   24.194   26.813   27.575   27.572   29.206   28.095   29.965   25.989
 200209 1  20.627   16.953   24.543   24.790   26.329   27.455   27.821   28.201   27.296   29.320   25.772
 200209 2  20.383   16.652   23.798   23.795   25.980   27.568   27.823   28.003   28.016   29.501   25.628
 200209 3  19.447   16.154   22.724   22.628   24.738   26.712   27.061   27.274   27.389   28.980   24.799
 200210 1  18.246   15.758   22.296   22.347   23.367   26.129   26.771   26.571   27.064   28.932   24.259
 200210 2  16.595   14.993   21.347   21.548   23.135   25.592   25.817   26.273   26.590   28.567   23.595
 200210 3  13.833   13.640   19.640   20.476   21.925   24.901   25.210   25.752   26.404   28.410   22.666
 200211 1   9.686   10.920   16.511   18.320   19.101   23.084   23.551   23.914   25.061   26.875   20.452
 200211 2   8.367    9.312   15.795   17.339   18.815   22.543   22.818   23.766   24.473   26.643   19.785
 200211 3   7.925    8.595   15.490   16.907   17.865   22.177   22.119   22.807   23.953   26.162   19.186
 200212 1   7.202    7.868   14.950   16.183   17.509   21.820   21.428   22.790   23.659   25.933   18.742
 200212 2   5.566    6.608   13.654   15.713   16.082   21.361   20.842   22.160   23.213   25.402   17.913
 200212 3   4.554    4.756   12.814   14.613   15.098   20.732   20.184   21.497   22.746   25.249   17.123
 200301 1   3.299    4.465   11.483   13.854   13.758   19.896   19.466   20.273   21.853   24.135   16.142
 200301 2   4.112    4.419   12.055   13.629   13.884   19.684   19.006   19.983   21.493   23.504   16.019
 200301 3   3.826    4.590   10.980   13.105   13.231   19.142   18.488   19.818   21.071   23.685   15.694
 200302 1   2.996    3.435   10.069   12.462   12.213   18.595   18.057   19.328   20.747   23.675   15.131
 200302 2   3.202    3.658    9.956   12.318   12.138   18.556   17.798   19.438   20.722   24.037   15.200
 200302 3   3.231    3.333    9.709   11.960   12.037   18.472   17.819   19.186   20.311   23.865   15.036
 200303 1   2.933    2.294    9.162   10.343   11.779   18.310   17.136   19.073   20.296   23.771   14.562
 200303 2   3.258    2.613    9.379   10.341   12.330   18.637   16.956   19.535   20.522   23.909   14.792
 200303 3   4.253    2.905   10.098   11.219   12.993   19.099   17.592   19.808   20.939   24.099   15.347
 200304 1   5.006    3.253   10.509   11.750   13.426   19.453   18.017   20.302   21.123   24.748   15.781
 200304 2   5.250    3.814   10.848   12.682   13.722   19.527   18.312   20.691   21.684   25.272   16.186
 200304 3   6.333    4.338   11.899   13.650   15.185   20.651   19.168   22.067   22.876   26.188   17.212
 200305 1   7.872    4.945   13.283   14.502   16.732   22.041   20.049   23.449   24.043   26.833   18.261
 200305 2   9.534    5.953   14.769   15.248   18.024   22.274   20.214   23.908   24.714   27.736   19.081
 200305 3  11.650    7.385   16.760   16.625   18.852   22.589   20.803   23.935   24.370   27.652   19.798
 200306 1  13.461    9.281   18.080   17.553   19.869   22.722   21.320   24.427   24.400   27.413   20.502
 200306 2  16.100   11.920   19.714   19.600   21.303   23.730   22.994   25.058   25.765   27.563   21.944
 200306 3  17.370   12.501   19.894   19.470   21.926   24.324   23.744   25.890   26.998   28.242   22.619
 200307 1  17.997   13.186   20.361   19.849   23.103   25.547   24.000   27.711   28.262   29.465   23.561
 200307 2  18.130   13.727   20.978   20.649   24.314   26.517   24.467   28.688   28.794   30.148   24.265
 200307 3  18.622   14.450   21.865   21.435   25.997   27.211   25.358   29.338   29.040   30.243   24.966
 200308 1  19.802   15.712   23.176   23.071   27.397   27.868   26.915   29.452   29.141   29.877   25.795
 200308 2  21.194   16.132   23.881   23.189   26.908   27.646   27.607   29.251   28.787   29.607   25.920
 200308 3  21.320   16.475   24.371   24.139   27.356   28.520   28.412   29.329   29.312   29.708   26.392
 200309 1  21.121   16.997   24.079   23.962   27.391   28.924   28.852   28.935   29.547   29.105   26.380
 200309 2  19.441   15.994   22.723   23.661   26.109   28.557   28.648   28.496   29.371   28.932   25.744
 200309 3  18.713   15.774   21.943   21.813   24.883   27.161   27.011   27.746   28.257   28.698   24.739
 200310 1  17.604   14.585   21.034   20.786   23.925   25.953   25.729   27.200   27.594   28.487   23.859
 200310 2  16.195   13.911   20.383   20.409   22.837   25.461   25.514   26.425   26.993   28.027   23.208
 200310 3  14.354   13.138   19.046   19.778   21.698   24.621   24.872   25.324   25.969   27.045   22.197
 200311 1  12.855   12.476   18.400   19.562   20.919   24.328   24.609   24.941   25.970   26.865   21.750
 200311 2  11.476   11.232   17.608   18.476   20.083   23.881   23.998   24.311   25.751   26.543   21.037
 200311 3   9.933   10.294   16.698   17.922   19.313   23.115   23.124   23.544   25.066   26.196   20.251
 200312 1   8.499    8.796   15.722   17.113   18.145   22.281   22.138   22.624   24.397   25.599   19.293
 200312 2   7.642    8.513   14.609   16.154   16.428   21.718   21.197   21.669   23.662   24.998   18.413
 200312 3   6.081    6.605   13.263   14.618   14.911   20.620   20.117   20.947   22.399   24.528   17.205
 200401 1   5.694    6.305   13.119   14.637   14.330   20.404   19.746   20.655   22.174   24.533   16.959
 200401 2   4.480    5.175   11.587   12.581   13.266   19.530   18.841   19.961   21.757   24.166   15.979
 200401 3   4.289    4.765   10.787   12.131   12.575   19.094   18.686   19.369   21.218   23.767   15.533
 200402 1   4.152    4.416   10.322   12.155   11.920   18.519   18.297   18.752   20.756   23.651   15.199
 200402 2   3.629    3.973    9.598   11.482   12.002   18.498   17.895   18.998   20.525   23.791   15.012
 200402 3   3.902    3.889    9.672   10.958   12.189   18.577   17.845   19.720   20.535   24.218   15.152
 200403 1   3.353    3.452    9.255   10.827   11.792   18.390   17.587   19.232   20.393   23.855   14.824
 200403 2   3.348    3.988    9.514   11.404   12.228   18.627   17.635   19.834   20.690   24.087   15.142
 200403 3   4.306    4.296   10.603   11.898   13.124   19.192   17.796   20.205   21.357   24.737   15.748
 200404 1   4.676    3.930   10.850   12.176   13.063   19.394   18.149   20.569   21.322   24.795   15.846
 200404 2   5.401    4.185   11.599   12.487   14.493   20.230   18.711   21.904   22.404   25.604   16.655
 200404 3   6.003    4.294   11.878   12.732   15.112   20.534   19.211   22.451   22.489   26.436   17.060
 200405 1   7.316    5.680   13.105   13.855   16.284   21.366   20.225   23.163   23.559   27.126   18.062
 200405 2   8.771    6.906   14.389   14.693   17.477   22.145   21.851   24.317   25.039   28.148   19.267
 200405 3  10.610    7.879   16.196   15.596   19.249   23.167   22.358   25.112   25.308   27.851   20.149
 200406 1  12.703    9.791   18.148   17.240   20.748   23.632   23.146   25.405   25.746   28.372   21.228
 200406 2  14.471   11.606   19.668   19.020   21.910   24.241   24.832   25.835   26.021   28.110   22.233
 200406 3  16.101   12.763   20.835   20.295   23.645   25.486   26.029   27.245   27.277   28.325   23.440
 200407 1  17.339   14.226   22.080   21.115   24.565   26.876   25.556   27.779   28.203   28.450   24.191
 200407 2  18.640   15.389   22.729   21.771   25.771   27.646   26.332   28.465   29.131   28.845   25.024
 200407 3  20.911   17.210   25.071   23.390   27.871   28.244   26.775   29.095   29.493   29.301   26.195
 200408 1  21.871   19.760   25.971   25.449   29.002   27.866   26.773   29.662   29.014   29.617   26.882
 200408 2  22.257   19.429   26.368   24.764   28.812   28.661   27.635   28.878   28.905   28.857   26.810
 200408 3  20.904   17.136   23.962   23.279   27.390   28.199   27.832   28.240   28.350   28.496   25.822
 200409 1  20.265   17.020   23.743   23.581   26.428   27.513   28.155   27.746   27.504   28.504   25.494
 200409 2  19.338   16.861   23.277   23.446   25.567   27.660   27.841   27.567   28.135   28.250   25.270
 200409 3  19.012   16.723   23.043   23.223   24.698   27.347   27.518   26.995   28.171   28.372   24.992
 200410 1  18.300   16.140   22.066   22.122   23.515   26.595   27.033   26.267   27.910   27.998   24.297
 200410 2  17.597   15.546   21.246   21.495   22.677   25.642   26.279   25.540   27.246   27.050   23.532
 200410 3  15.405   13.500   19.806   20.224   21.357   24.510   25.300   24.661   26.507   26.342   22.327
 200411 1  13.499   12.574   18.671   19.434   20.646   23.820   24.507   24.169   26.187   26.106   21.583
 200411 2  12.224   11.608   18.129   18.953   19.882   23.577   23.991   23.928   25.936   26.151   21.100
 200411 3  10.683   10.359   17.017   18.309   19.360   22.912   23.342   23.283   25.244   25.586   20.311
 200412 1   8.920    8.451   15.884   17.388   18.353   22.246   22.453   22.674   24.637   25.168   19.377
 200412 2   8.315    7.933   15.180   16.862   17.794   21.663   21.739   22.302   23.975   24.950   18.837
 200412 3   6.584    6.284   14.024   15.974   16.371   21.096   21.005   21.659   23.286   24.786   17.927
 200501 1   5.501    5.301   12.737   14.378   14.983   20.197   20.209   20.785   22.815   24.220   16.961
 200501 2   5.094    4.341   12.180   13.634   13.751   19.589   19.457   20.141   22.193   23.939   16.299
 200501 3   5.229    4.244   11.909   12.727   12.989   19.091   18.817   19.971   21.649   23.968   15.974
 200502 1   4.171    4.193   10.909   12.180   11.823   18.939   18.391   19.474   21.217   24.208   15.523
 200502 2   3.810    3.424   10.348   11.398   11.625   18.784   18.165   19.114   21.375   24.334   15.264
 200502 3   3.340    3.149    9.262   11.242   11.070   18.743   18.053   18.581   21.071   24.166   14.906
 200503 1   3.749    3.518    9.727   11.791   11.220   18.597   18.132   18.780   20.645   23.813   15.006
 200503 2   3.836    3.476    9.661   11.773   11.443   18.441   18.064   18.852   20.696   24.139   15.057
